"ModelType","Name","Type","Body","Head","Hands","Legs","Feet"
"2336","Slime","Unknown","","","","",""
"2337","Magitek Predator (EQ)","Unknown","","","","",""
"2338","Ceruleum Engine","Unknown","","","","",""
"2339","Mister Bright-Eyes","Unknown","","","","",""
"2340","Magic Carpet Mount","Unknown","","","","",""
"2341","Tokkapchi - Minon","Unknown","","","","",""
"2342","Capybara","Unknown","","","","",""
"2343","???","Minion","","","","",""
"2344","Moogle","Minion","","","","",""
"2345","Suzaku Indicator","Unknown","","","","",""
"2346","Suzaku Indicator","Unknown","","","","",""
"2347","Suzaku Indicator","Unknown","","","","",""
"2348","Suzaku Indicator","Unknown","","","","",""
"2349","Suzaku Indicator","Unknown","","","","",""
"2350","Suzaku Indicator","Unknown","","","","",""
"2351","Suzaku Indicator","Unknown","","","","",""
"2352","Suzaku Indicator","Unknown","","","","",""
"2353","Blue Orb","Unknown","","","","",""
"2354","Red Orb","Unknown","","","","",""
"2355","Suzaku Orb","Unknown","","","","",""
"2356","Mist","Unknown","","","","",""
"2357","Tokkapchi","Unknown","","","","",""
"2358","Penthesilea","Unknown","","","","",""
"2359","Euphonius Kamuy","Unknown","","","","",""
"2360","Omega","Unknown","","","","",""
"2361","Magna Roader","Unknown","","","","",""
"2362","Magitek Sky Armor","Unknown","","","","",""
"2363","Gilgamesh","Unknown","","","","",""
"2364","Pillar","Unknown","","","","",""
"2365","Suzaku","Unknown","","","","",""
"2366","Suzaku - Dressed","Unknown","","","","",""
"2367","Hedetet - Pillar","Unknown","","","","",""
"2368","Suzaku - Feather","Unknown","","","","",""
"2369","Chakram - The Burn","Unknown","","","","",""
"2370","Noctis","Character","","","","",""
"2371","Hedetet","Unknown","","","","",""
"2372","Pyros Mount","Unknown","","","","",""
"2373","Khalamari","Unknown","","","","",""
"2374","Omega Rocket Punch 1","Unknown","","","","",""
"2375","Omega Rocket Punch 2","Unknown","","","","",""
"2376","Desert Desman","Unknown","","","","",""
"2377","Omega - Chaos","Unknown","","","","",""
"2378","Omega- Floating Right Arm","Unknown","","","","",""
"2379","Omega- Floating Left Arm","Unknown","","","","",""
"2380","Omega 12 Structure?","Unknown","","","","",""
"2381","Gilgamesh","Unknown","","","","",""
"2382","Fran (Demihuman)","Unknown","","","","",""
"2384","Solus Zos Galvus","Character","","","","",""
"2385","Fat Black Chocobo Mount","Unknown","","","","",""
"2387","Omega - M","Unknown","","","","",""
"2388","Omega - F (With Weapon)","Unknown","","","","",""
"2389","Omega - F (No Weapon)","Unknown","","","","",""
"2390","Floating Staff","Unknown","","","","",""
"2391","Floating Axe","Unknown","","","","",""
"2392","Generic Person - Holding Wood","Character","","","","",""
"2393","Suzaku Effect","Unknown","","","","",""
"2394","Lakhamu","Unknown","","","","",""
"2395","Jar?","Unknown","","","","",""
"2396","Desert Armadillo","Unknown","","","","",""
"2397","Bunch of Sticks","Unknown","","","","",""
"2398","Ultima","Unknown","","","","",""
"2399","Absolute Virtue","Unknown","","","","",""
"2400","Hidden Gorge Machine","Unknown","","","","",""
"2401","Korpokkur","Unknown","","","","",""
"2402","Blood Angel (Ultima add)","Unknown","","","","",""
"2403","Seiryu","Unknown","","","","",""
"2404","Yojimbo","Unknown","","","","",""
"2405","Alpha","Unknown","","","","",""
"2406","Sabotender Emperador (Mount)","Unknown","","","","",""
"2407","Red and Blue Bitches (Ghimlyt)","Unknown","","","","",""
"2408","Wall of Snakes (Seiryu)","Unknown","","","","",""
"2409","Ozma","Unknown","","","","",""
"2410","The Thunder God (Orbonne-Not Fucked Up)","Unknown","","","","",""
"2411","Swearing Imp Thing","Unknown","","","","",""
"2412","Fran","Minion","","","","",""
"2413","Wind-Up Tataru","Unknown","","","","",""
"2414","Seiryu","Minion","","","","",""
"2415","Magitek Asshole","Minion","","","","",""
"2416","Armored Weapon","Minion","","","","",""
"2417","Furball Minion x3","Unknown","","","","",""
"2418","Mini Absolute Virtue","Unknown","","","","",""
"2419","Fate boss in Greatwoods","Unknown","","","","",""
"2420","Armor Boi (Ghimlyt)","Unknown","","","","",""
"2421","Agrias (Orbonne)","Unknown","","","","",""
"2422","Mustadio (Orbonne)","Unknown","","","","",""
"2423","Azulmagia","Unknown","","","","",""
"2424","Provenance Watcher","Unknown","","","","",""
"2425","Absolute Virtue Dragon Add","Unknown","","","","",""
"2426","Phoenix - Possibly Suzaku","Unknown","","","","",""
"2427","Midgardsormr Head (Omega)","Unknown","","","","",""
"2428","Chiliad Cama","Unknown","","","","",""
"2429","Ugly ass Red Chicken","Unknown","","","","",""
"2430","Amalj'aa???","Unknown","","","","",""
"2431","Wetland Warg","Unknown","","","","",""
"2432","Tempest mob?? Unknown","Unknown","","","","",""
"2433","Grey Draco","Unknown","","","","",""
"2434","Phillia (Holmister final boss)","Unknown","","","","",""
"2435","Eros (Ravel Final Boss)","Unknown","","","","",""
"2436","Omega Level Checker","Unknown","","","","",""
"2437","Eldthurs (Mount - Pyros)","Unknown","","","","",""
"2438","Eggplant","Minion","","","","",""
"2439","Matmata","Unknown","","","","",""
"2440","Giant Autoturret (Orbonne Add)","Unknown","","","","",""
"2441","minion nu mou","Unknown","","","","",""
"2442","Hedgehog","Minion","","","","",""
"2443","Pillow","Unknown","","","","",""
"2444","Fisherman Otter","Minion","","","","",""
"2445","Gigantender","Unknown","","","","",""
"2446","Phenoix Add","Unknown","","","","",""
"2447","Korpokkur","Unknown","","","","",""
"2448","Harpy (Orbonne)","Unknown","","","","",""
"2451","Ultimate Kamuy/Wolf","Unknown","","","","",""
"2452","Seiryu Wolf (Mount)","Unknown","","","","",""
"2453","Ovni","Unknown","","","","",""
"2454","Sticks are alive!?","Unknown","","","","",""
"2455","Ran'jit","Unknown","","","","",""
"2456","Ran'jit with scythe","Unknown","","","","",""
"2457","Ran'jit pet","Unknown","","","","",""
"2458","Eden Mount!?","Unknown","","","","",""
"2459","Omega M | F Puddle","Unknown","","","","",""
"2460","Omega 11s Hands","Unknown","","","","",""
"2461","Soft Pillow","Unknown","","","","",""
"2462","Sin Eater Mob??","Unknown","","","","",""
"2463","Raiden","Unknown","","","","",""
"2464","Seiryu (Snake Form)","Unknown","","","","",""
"2465","Aye it's Diego (GNB Mount) Sabertooth","Unknown","","","","",""
"2466","Magitek Avenger A-1","Unknown","","","","",""
"2467","Magitek Roader (Mount - Gold)","Unknown","","","","",""
"2468","Hyrdatos Mount","Unknown","","","","",""
"2469","Garuda XV Event","Unknown","","","","",""
"2470","Trisiltia","Unknown","","","","",""
"2471","Alt Model (???)","Unknown","","","","",""
"2472","Alt Model (???)","Unknown","","","","",""
"2473","Ultima: The High Seraph (Orbonne)","Unknown","","","","",""
"2474","Titania","Unknown","","","","",""
"2475","Aenc Thon: Lord of the Lingering Gaze","Unknown","","","","",""
"2476","Griaule","Unknown","","","","",""
"2477","Lakelord Aenc Thon of the Long Gait","Unknown","","","","",""
"2478","Hades: first form","Unknown","","","","",""
"2479","Slime (Gold)","Unknown","","","","",""
"2481","Christmas Slime","Unknown","","","","",""
"2482","Fae Gwiber (Titania Mount)","Unknown","","","","",""
"2483","Black Hayate","Minion","","","","",""
"2484","chameleon","Minion","","","","",""
"2485","Y'shtola","Minion","","","","",""
"2486","Ryne","Minion","","","","",""
"2487","Ran'jit - Frozen","Unknown","","","","",""
"2488","Masterless Talos","Unknown","","","","",""
"2489","Amphibious Talos","Unknown","","","","",""
"2491","Micro Gigantender","Minion","","","","",""
"2492","Armadillo Bowler","Minion","","","","",""
"2493","The Great Serpent of Ronka","Minion","","","","",""
"2494","Clionid Larva minion","Unknown","","","","",""
"2495","Bitty Duckbill","Minion","","","","",""
"2496","Gilgamesh","Unknown","","","","",""
"2497","T.G. Sword","Unknown","","","","",""
"2498","Ozma","Unknown","","","","",""
"2499","Owain's Hand","Unknown","","","","",""
"2500","Art's Spear","Unknown","","","","",""
"2501","Owain's Spear","Unknown","","","","",""
"2502","Ceto","Unknown","","","","",""
"2503","Art","Unknown","","","","",""
"2504","Owain","Unknown","","","","",""
"2506","Alt Model (???)","Unknown","","","","",""
"2507","Alt Model (???)","Unknown","","","","",""
"2508","Alt Model (???)","Unknown","","","","",""
"2509","Alt Model (???)","Unknown","","","","",""
"2510","The Thunder God (Orbonne)","Unknown","","","","",""
"2511","Regalia","Unknown","","","","",""
"2512","Ozma","Unknown","","","","",""
"2513","???Unsure sapling mob","Unknown","","","","",""
"2514","Vauthry","Unknown","","","","",""
"2515","Innocence","Unknown","","","","",""
"2516","Goblin/Lamebrix","Unknown","","","","",""
"2517","Goblin/Lamebrix","Unknown","","","","",""
"2520","Feo UI (Demimonster(Equipment change needed)","Unknown","","","","",""
"2521","Tusk","Unknown","","","","",""
"2522","Batsquatch","Unknown","","","","",""
"2523","Gukumatz","Unknown","","","","",""
"2524","Forgiven Jealousy (Sin Eater)","Unknown","","","","",""
"2525","Daen (??)","Unknown","","","","",""
"2526","Ultimate Kamuy (All Doggo/Wolf Mount)","Unknown","","","","",""
"2527","Eden's Leviathan","Unknown","","","","",""
"2528","Eden's Titan","Unknown","","","","",""
"2529","Eden's Titan 2nd Form","Unknown","","","","",""
"2530","Eden","Unknown","","","","",""
"2531","Terminus Bellweather","Unknown","","","","",""
"2532","Lozatl","Unknown","","","","",""
"2533","Hades: second form","Unknown","","","","",""
"2534","Lake Anemone","Unknown","","","","",""
"2535","Greater Armadillo","Unknown","","","","",""
"2536","Triceratops - Mount","Unknown","","","","",""
"2537","Giant Iguana","Unknown","","","","",""
"2538","Ultima Grandcross Crystal","Unknown","","","","",""
"2539","Amaro Mount","Unknown","","","","",""
"2540","The Fae Bismarck","Unknown","","","","",""
"2541","Rusted Golem (Orbonne Add)","Unknown","","","","",""
"2542","Prototype Magitek Armor (Ghimlyt Boss)","Unknown","","","","",""
"2543","Turtle Doll (Red)","Unknown","","","","",""
"2544","Fatty Kitty (Demihuman - Equipment must be changed)","Unknown","","","","",""
"2545","Ephemeral Warrior (Thunder God Add)","Unknown","","","","",""
"2546","Zenos","Unknown","","","","",""
"2547","Hashmal Junior","Unknown","","","","",""
"2548","Batraal Junior","Unknown","","","","",""
"2549","Famfrit Junior","Unknown","","","","",""
"2551","Daidarabochi Shikigami (Seiryu Add)","Unknown","","","","",""
"2553","Shining Pegasus?","Unknown","","","","",""
"2554","Zenos","Unknown","","","","",""
"2555","Zenos","Unknown","","","","",""
"2556","Zenos","Unknown","","","","",""
"2557","Construct 8 (Refurbished)","Unknown","","","","",""
"2558","Flower Basket","Unknown","","","","",""
"2559","Forgiven Conformity (Sin Eater)","Unknown","","","","",""
"2560","Sin Eater Bird (??)","Unknown","","","","",""
"2561","Sin Eater Dzo (??)","Unknown","","","","",""
"2562","Sin Eater Bear (??)","Unknown","","","","",""
"2563","The Tycoon","Unknown","","","","",""
"2564","Giant Beaver","Unknown","","","","",""
"2565","Suzaku","Minion","","","","",""
"2566","Eden's","Minion","","","","",""
"2567","Omega-M","Minion","","","","",""
"2568","Omega-F minion","Unknown","","","","",""
"2569","Cube","Minion","","","","",""
"2570","Forgiven Obsentity (Mt.Gulag Final Boss)","Unknown","","","","",""
"2571","Cladoselcahe","Unknown","","","","",""
"2572","Doliodus","Unknown","","","","",""
"2573","Puck: Titania Add","Unknown","","","","",""
"2574","Moss Fungus","Unknown","","","","",""
"2575","The First's Construction","Unknown","","","","",""
"2576","Hades","Unknown","","","","",""
"2577","Looks like it came straight from Doom","Unknown","","","","",""
"2578","Horse can't see????","Unknown","","","","",""
"2579","Fire Bomber","Unknown","","","","",""
"2580","Ice Bomber","Unknown","","","","",""
"2582","Formidable","Unknown","","","","",""
"2583","Ironfrog Mover","Unknown","","","","",""
"2584","Innocent Gwiber","Unknown","","","","",""
"2585","Archaeotania","Unknown","","","","",""
"2586","Marquis Morbol","Unknown","","","","",""
"2587","Echevore","Unknown","","","","",""
"2588","Dagon","Unknown","","","","",""
"2589","Geodude","Unknown","","","","",""
"2590","Unsure: Tail-less Pieste (??)","Unknown","","","","",""
"2591","Unsure: Stone beast with large bulb (??)","Unknown","","","","",""
"2592","The First Beast","Unknown","","","","",""
"2593","Aglaope","Unknown","","","","",""
"2594","Gunitt","Unknown","","","","",""
"2595","Garden Porxie","Unknown","","","","",""
"2596","Ronkan Dreamer","Unknown","","","","",""
"2597","Deacon","Unknown","","","","",""
"2598","Huracan","Unknown","","","","",""
"2599","A Rank O Poorest Pauldia","Unknown","","","","",""
"2600","Kuribu Sin Eater","Unknown","","","","",""
"2601","Evil Weapon","Unknown","","","","",""
"2602","Tiny Echevore","Minion","","","","",""
"2604","Shoebill","Minion","","","","",""
"2605","Butterfly Effect","Minion","","","","",""
"2606","Ironfrog Ambler","Minion","","","","",""
"2607","Forgiven Hate minion","Unknown","","","","",""
"2608","Tinker's bell","Minion","","","","",""
"2609","Emet-Selch","Character","","","","",""
"2610","Crystal Exarch","Character","","","","",""
"2611","Forgiven Dissonance","Unknown","","","","",""
"2612","Mithridates","Unknown","","","","",""
"2613","Forgiven Cruelty","Unknown","","","","",""
"2614","Forgiven Rebellion","Unknown","","","","",""
"2615","sin eater cocoon","Unknown","","","","",""
"2616","Mustardseed: Titania add","Unknown","","","","",""
"2617","Peaceblossom: Titnia add","Unknown","","","","",""
"2618","Automation Queen (MCH ROBOT)","Unknown","","","","",""
"2619","Seraph","Unknown","","","","",""
"2620","Pyheonix","Unknown","","","","",""
"2622","Sin Eater Diremite (??)","Unknown","","","","",""
"2623","Sin Eater Diremite B (??)","Unknown","","","","",""
"2624","Tentacle","Unknown","","","","",""
"2625","Engendered Soma","Unknown","","","","",""
"2627","Eden's Voidwalker","Unknown","","","","",""
"2628","Eden's Voidwalker's hand add stuff","Unknown","","","","",""
"2629","Forgiven Extortion (Sin Eater fenrir)","Unknown","","","","",""
"2630","Forgiven Apathy","Unknown","","","","",""
"2631","Spikey","Unknown","","","","",""
"2632","Tesleen Sin Eater","Unknown","","","","",""
"2633","Forgiven Ambition","Unknown","","","","",""
"2634","Forgiven Violence","Unknown","","","","",""
"2635","Feather","Unknown","","","","",""
"2636","Tentacle Woman","Unknown","","","","",""
"2637","Darker Tentacle Woman","Unknown","","","","",""
"2638","Gate Final Mt.Gulag","Unknown","","","","",""
"2639","Gate Final Mt.Gulag","Unknown","","","","",""
"2640","CATASTROPHE","Unknown","","","","",""
"2641","Flying Head","Unknown","","","","",""
"2642","Sticks Sticks but ice","Unknown","","","","",""
"2643","Golemn","Unknown","","","","",""
"2644","Sword","Unknown","","","","",""
"2645","T-pose Halloween mount","Unknown","","","","",""
"2646","Bed Mount","Unknown","","","","",""
"2647","Sin Eater Demon wall","Unknown","","","","",""
"2648","Titania's Add","Unknown","","","","",""
"2649","Dodo","Unknown","","","","",""
"2650","Goobu","Unknown","","","","",""
"2651","Sea Anemone","Unknown","","","","",""
"2652","Etainmoth","Unknown","","","","",""
"2653","Phooka","Unknown","","","","",""
"2654","Sword","Unknown","","","","",""
"2655","Mark CXLIV Thermocoil Boilbuster","Unknown","","","","",""
"2656","Boulder in MSQ","Unknown","","","","",""
"2657","Trappy thing in 73 dgn","Unknown","","","","",""
"2658","Violet Triffid","Unknown","","","","",""
"2659","Ngozi","Unknown","","","","",""
"2660","Green Glider","Unknown","","","","",""
"2661","A rank in greatwoods?","Unknown","","","","",""
"2662","ShB S-rank goobue","Unknown","","","","",""
"2663","Serpent","Unknown","","","","",""
"2664","A rock","Unknown","","","","",""
"2665","???","Unknown","","","","",""
"2666","Looks Delicious: from Tempest","Unknown","","","","",""
"2667","Shinryu head?","Unknown","","","","",""
"2668","S-rank SHB","Unknown","","","","",""
"2669","Fate BONUS EXP","Unknown","","","","",""
"2670","Golden Construct","Unknown","","","","",""
"2671","Forgiven Whimsy","Unknown","","","","",""
"2672","Gnole","Unknown","","","","",""
"2673","Engedered Pteraketos","Unknown","","","","",""
"2674","Ancient Lizard","Unknown","","","","",""
"2675","???","Unknown","","","","",""
"2676","???","Unknown","","","","",""
"2677","???","Unknown","","","","",""
"2678","???","Unknown","","","","",""
"2679","???","Unknown","","","","",""
"2680","???","Unknown","","","","",""
"2681","???","Unknown","","","","",""
"2682","???","Unknown","","","","",""
"2683","???","Unknown","","","","",""
"2684","Cubus","Unknown","","","","",""
"2685","Flanborg","Unknown","","","","",""
"2686","Succubus","Unknown","","","","",""
"2687","Friendly Tempest Demihumans","Unknown","","","","",""
"2688","Thugs in Kholusa","Unknown","","","","",""
"2689","Thugs in Kholusa","Unknown","","","","",""
"2690","Thugs in Kholusa","Unknown","","","","",""
"2691","Demihuman?","Unknown","","","","",""
"2692","What kind of mutant is this?","Unknown","","","","",""
"2693","Nu Mou","Unknown","","","","",""
"2694","Friendly Tempest Demihumans","Unknown","","","","",""
"2695","Friendly Tempest Demihumans","Unknown","","","","",""
"2698","Dark orb","Unknown","","","","",""
"2699","Eden's Orb","Unknown","","","","",""
"2701","Eden","Unknown","","","","",""
"2702","Fist in Titana","Unknown","","","","",""
"2703","Golden Nimbus","Unknown","","","","",""
"2705","Glowy Orb","Unknown","","","","",""
"2707","Greatwoods Golem","Unknown","","","","",""
"2708","Eden's Titan Rocks","Unknown","","","","",""
"2709","Eden's Voidwalker's Adds","Unknown","","","","",""
"2710","Storge - Malikah's Well 3rd boss","Unknown","","","","",""
"2711","Feo Ul King Titania","Unknown","","","","",""
"2712","???","Unknown","","","","",""
"2713","Amaurotine","Character","","","","",""
"2716","Red ugly bird","Unknown","","","","",""
"2717","Spriggan Mount","Unknown","","","","",""
"2718","Philia - Holminster Switch","Unknown","","","","",""
"2719","Dummy","Unknown","","","","",""
"2720","Generic Person","Character","","","","",""
"2721","Chain/Stun/Whatever","Unknown","","","","",""
"2722","Golden Fuath (??)","Unknown","","","","",""
"2723","Golem boss that does water stuff","Unknown","","","","",""
"2724","Boy what the?? Chimera","Unknown","","","","",""
"2726","Giraffe?","Unknown","","","","",""
"2728","Sin Eater Mount","Unknown","","","","",""
"2729","Talos","Unknown","","","","",""
"2731","Generic Person","Character","","","","",""
"2732","Amber Iguana","Unknown","","","","",""
"2733","Gunbreaker Armored Sabertooth Mount","Unknown","","","","",""
"2734","Froggo","Unknown","","","","",""
"2735","Therion","Unknown","","","","",""
"2736","Therion - Flying","Unknown","","","","",""
"2737","Sin Eater","Unknown","","","","",""
"2738","Cube in greatwoods","Unknown","","","","",""
"2739","Sin Eater cacoon","Unknown","","","","",""
"2740","Dark Orb","Unknown","","","","",""
"2741","Piglet","Unknown","","","","",""
"2742","Pixie Minion ??","Unknown","","","","",""
"2743","Engels","Unknown","","","","",""
"2744","Quetzalcoatl - Akadaemia","Unknown","","","","",""
"2745","Pegasus","Unknown","","","","",""
"2746","Dark Pegasus","Unknown","","","","",""
"2747","Fenrir","Unknown","","","","",""
"2748","Ugly ass bird","Unknown","","","","",""
"2749","Cute","Minion","","","","",""
"2750","Dark Wizard!? Forgot what name this guy is?","Unknown","","","","",""
"2752","Morbol Mount","Unknown","","","","",""
"2753","Eden's Titan","Unknown","","","","",""
"2754","Eden Prime","Unknown","","","","",""
"2755","Meerkat","Unknown","","","","",""
"2756","Minion with a Knife","Unknown","","","","",""
"2757","Sin eater lion","Unknown","","","","",""
"2758","EDEN MOUNT!???","Unknown","","","","",""
"2759","lol Halloween mount?","Unknown","","","","",""
"2760","Piglet Mount","Unknown","","","","",""
"2761","PvP Mount","Unknown","","","","",""
"2762","PVP Mount","Unknown","","","","",""
"2763","Add in Twinning?","Unknown","","","","",""
"2764","Formidable","Unknown","","","","",""
"2766","Pixies - Demihumans","Unknown","","","","",""
"2767","Box","Unknown","","","","",""
"2768","Smaller Box","Unknown","","","","",""
"2769","Glider (Green)","Unknown","","","","",""
"2770","Glider (Blue)","Unknown","","","","",""
"2771","PvP mount","Unknown","","","","",""
"2772","Dragon Mount?","Unknown","","","","",""
"2773","White Horse","Minion","","","","",""
"2774","Brute Justice","Minion","","","","",""
"2775","Little Fish","Unknown","","","","",""
"2776","Maliktender (A Rank)","Unknown","","","","",""
"2777","Debitage","Unknown","","","","",""
"2778","Cliffmole","Unknown","","","","",""
"2779","Consort of Sin: Forgiven Obscenity","Unknown","","","","",""
"2780","Dagon","Unknown","","","","",""
"2781","Last boss in Mt.Gulag","Unknown","","","","",""
"2782","Alexander Prime (TEA version)","Unknown","","","","",""
"2783","Perfect Alexander (Golden)","Unknown","","","","",""
"2784","Perfect Alexander (Coloured)","Unknown","","","","",""
"2785","Seeker of Solitutde (Cosmos 1st Boss)","Unknown","","","","",""
"2786","Hobbes (Copied Factory 2nd Boss)","Unknown","","","","",""
"2787","Hobbes Armature","Unknown","","","","",""
"2788","Hobbes Armature 2","Unknown","","","","",""
"2789","Ludus (Cosmos Final Boss)","Unknown","","","","",""
"2790","Leannan Sith Seed","Unknown","","","","",""
"2791","Serial-jointed Command Model (Copied Factory 1st Boss)","Unknown","","","","",""
"2792","9S-operated Walking Fortress (Copied Factory Final Boss)","Unknown","","","","",""
"2793","Lord Tolthewil (Cosmos Mini-Boss)","Unknown","","","","",""
"2794","Hades Extreme (???)","Unknown","","","","",""
"2795","9S in Flier","Unknown","","","","",""
"2796","2P in Flier","Unknown","","","","",""
"2797","Garuda, Heritor of the Vortex","Unknown","","","","",""
"2799","Peacock Mount","Unknown","","","","",""
"2800","Little Leannan","Minion","","","","",""
"2801","Dress-Up Estinien","Minion","","","","",""
"2802","Wind-Up Hobgoblin","Minion","","","","",""
"2804","Destrudo (Pixie Quest Boss)","Unknown","","","","",""
"2805","PROBABLY Engels (absolutely massive)","Unknown","","","","",""
"2806","Arch Ultima","Unknown","","","","",""
"2807","Creepy face bug man","Unknown","","","","",""
"2808","Golden Heart","Unknown","","","","",""
"2809","Nier Orbs","Unknown","","","","",""
"2810","2P","Character","","","","",""
"2811","Red orb (???)","Unknown","","","","",""
"2812","Blue square (???)","Unknown","","","","",""
"2813","Magicked Broom sweeping","Unknown","","","","",""
"2814","Ruby Weapon","Unknown","","","","",""
"2816","Sppoky demon Bird","Unknown","","","","",""
"2817","Leannan Sith (Cosmos 2nd Boss)","Unknown","","","","",""
"2818","Pod 054","Minion","","","","",""
"2819","Pod 316","Unknown","","","","",""
"2820","9S","Character","","","","",""
"2821","Goliath Tank ?? (Nier Raid)","Unknown","","","","",""
"2822","Nier Add","Unknown","","","","",""
"2823","Nier Add 2","Unknown","","","","",""
"2824","Nier Add 3","Unknown","","","","",""
"2825","Nier Add 4","Unknown","","","","",""
"2826","Nier Add 5","Unknown","","","","",""
"2827","Nier Add 6","Unknown","","","","",""
"2828","Nier Goliath Tank","Unknown","","","","",""
"2829","Nier Reverse-Jointed Goliath","Unknown","","","","",""
"2830","Zombie Behemoth","Unknown","","","","",""
"2831","Sand Mandagora ??","Unknown","","","","",""
"2832","Thordan - New Model Variant","Unknown","","","","",""
"2838","Ufiti (Mount)","Unknown","","","","",""
"2839","Pod (Nier Raid)","Unknown","","","","",""
"2840","Crystal Scorpion?","Unknown","","","","",""
"2841","Arch Ultima no pilot","Unknown","","","","",""
"2842","Nier Flier no pilot","Unknown","","","","",""
"2843","Nier Walking Fortress no pilot","Unknown","","","","",""
"2845","Nier Missiles","Unknown","","","","",""
"2846","Marx Support","Unknown","","","","",""
"2848","Generic Person","Character","","","","",""
"2849","Generic Person","Character","","","","",""
"2850","Bacon Bits","Minion","","","","",""
"2851","Ezel II","Unknown","","","","",""
"2852","Serial-jointed Command Model (Copied Factory 1st Boss)","Unknown","","","","",""
"2853","Gaia","Unknown","","","","",""
"2854","Eden 7 Birds","Unknown","","","","",""
"2855","Sungold Talos","Minion","","","","",""
"2856","T-Rex","Minion","","","","",""
"2857","Little Leafman","Minion","","","","",""
"2858","Silver Dasher","Minion","","","","",""
"2860","Peacock Mount (T Pose)","Unknown","","","","",""
"2861","Great Vessel of Ronka (Mount)","Unknown","","","","",""
"2862","Pterodactyl (Mount)","Unknown","","","","",""
"2863","Ruby Gwiber (Mount)","Unknown","","","","",""
"2864","Kyklops (Anamensis 2nd Boss)","Unknown","","","","",""
"2865","Kukshs Dheem (Anamensis Final Boss)","Unknown","","","","",""
"2866","Ramuh, Heritor of Levin","Unknown","","","","",""
"2867","Mochi Minotaur","Unknown","","","","",""
"2868","Generic Person","Minion","","","","",""
"2869","Insatiable Flame: Lugus","Unknown","","","","",""
"2870","Small Stubby (Nier)","Unknown","","","","",""
"2872","Ruby Weapon Add (???)","Unknown","","","","",""
"2873","Unknown (Anamensis 1st Boss)","Unknown","","","","",""
"2874","Eden Ramuh Horse Add","Unknown","","","","",""
"2875","Eden Ramuh Black","Unknown","","","","",""
"2876","Bozja Walking Cannon","Unknown","","","","",""
"2877","Flying Hairy Eyeball","Unknown","","","","",""
"2878","Kukshs Dheem Add","Unknown","","","","",""
"2879","Ruby Weapon - Nael van Darnus phase","Unknown","","","","",""
"2880","Eden Idol of Darkness","Unknown","","","","",""
"2881","Sapphire Weapon Gundam","Unknown","","","","",""
"2883","Eden Ifrit","Unknown","","","","",""
"2884","Trench Amemone","Unknown","","","","",""
"2885","Lo ousia","Unknown","","","","",""
"2886","Glowing Evil Bird","Unknown","","","","",""
"2887","Nael Heads(Red)","Unknown","","","","",""
"2888","Nael Heads(Blue)","Unknown","","","","",""
"2889","Eden Raktapaksa","Unknown","","","","",""
"2890","Eden Raktapaksa","Unknown","","","","",""
"2891","Behatted Serpent of Ronka","Minion","","","","",""
"2892","Paissa Patissier","Minion","","","","",""
"2893","Paissa Threadpuller","Minion","","","","",""
"2894","Ancient One","Minion","","","","",""
"2895","The Major-General","Minion","","","","",""
"2896","Wind-Up Dulia-Chai","Minion","","","","",""
"2897","Amaro","Minion","","","","",""
"2898","Laladile","Minion","","","","",""
"2899","Unlucky Rabbit","Minion","","","","",""
"2900","Hybodus (Mount)","Unknown","","","","",""
"2901","Eden Ramuh (Mount)","Unknown","","","","",""
"2902","Eden Verse Shiva","Unknown","","","","",""
"2903","Eden Verse Shiva (Hydaelyn Form)","Unknown","","","","",""
"2904","Elidibus (Warrior of Light)","Unknown","","","","",""
"2905","Eden Verse Idol of Darkness","Unknown","","","","",""
"2906","Eden Bird Adds","Unknown","","","","",""
"2908","Eden Verse Idol of Darkness","Unknown","","","","",""
"2909","Zenos","Unknown","","","","",""
"2910","Eden Verse Shiva (Hraesvelgr Form)","Unknown","","","","",""
"2911","Ruby Weapon Orbs","Unknown","","","","",""
"2912","Eden Verse Idol of Darkness Birds","Unknown","","","","",""
"2913","Ruby Carbuncle (Mount???)","Unknown","","","","",""
"2915","Huaca","Unknown","","","","",""
"2917","BLU Blue X","Unknown","","","","",""
"2918","BLU Red X","Unknown","","","","",""
"2919","BLU Green X","Unknown","","","","",""
"2920","Garuda's Feathers","Unknown","","","","",""
"2921","Aqua Orb","Unknown","","","","",""
"2922","Lightning Spark","Unknown","","","","",""
"2924","Earthen Golem","Unknown","","","","",""
"2925","Bozja HUGE MECH","Unknown","","","","",""
"2926","Bozja Aces High","Unknown","","","","",""
"2927","Bozja Spider Tank","Unknown","","","","",""
"2928","Bozja Voltron Cat","Unknown","","","","",""
"2929","Bozja flying tank thing","Unknown","","","","",""
"2930","Alebrije monster thing","Unknown","","","","",""
"2931","Stack of blue cubes","Unknown","","","","",""
"2932","Void Octopus thing","Unknown","","","","",""
"2933","Pod (Nier raid)","Unknown","","","","",""
"2934","Eden Shiva (Naked: Transformation)","Unknown","","","","",""
"2935","Ruby Weapon (Nael van Darnus only)","Unknown","","","","",""
"2936","Ruby Weapon (Shell)","Unknown","","","","",""
"2937","Ramuh's Beard","Unknown","","","","",""
"2938","Animated Artisan","Character","","","","",""
"2939","Black Parasol","Unknown","","","","",""
"2940","Blue Parasol","Unknown","","","","",""
"2941","Venat","Character","","","","",""
"2942","Ifirit Orb","Unknown","","","","",""
"2943","Orb","Unknown","","","","",""
